name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
seattle,2020-10-12,16.5,11.5,13.8,16.5,11.5,13.8,7.4,66.4,0.045,100,4.17,rain,0,0,53.5,32.1,185.8,1018.5,68,15.4,84.3,7.3,4,,2020-10-12T07:24:42,2020-10-12T18:25:45,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-13,17.6,9.8,13.8,17.6,7.7,13.6,8.3,71.2,10.792,100,33.33,rain,0,0,56,30.7,203.3,1012.9,78.3,14,115.7,10,5,,2020-10-13T07:26:08,2020-10-13T18:23:50,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-14,16.6,11.5,13.3,16.6,11.5,13.3,7.7,69.1,0,0,0,,0,0,,12.8,183.4,1028.3,75,16,122.9,10.7,5,,2020-10-14T07:27:34,2020-10-14T18:21:56,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,KBFI,E8046,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-15,16.4,7.6,11.9,16.4,7.6,11.9,6.6,71.2,0,0,0,,0,0,,10,333.3,1034.4,60.6,16,107.6,9.3,4,,2020-10-15T07:29:01,2020-10-15T18:20:03,0.99,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-16,17.5,10.7,14.6,17.5,10.7,14.6,10.6,77.4,0.064,100,4.17,rain,0,0,46.9,28.1,177.9,1022.3,96.1,15.7,27.7,2.3,2,,2020-10-16T07:30:28,2020-10-16T18:18:11,1,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-17,14.9,11.5,12.9,14.9,11.5,12.9,9.9,82.2,1.031,100,16.67,rain,0,0,27.7,14.7,158.5,1021.4,98.6,11.9,40.2,3.6,2,,2020-10-17T07:31:56,2020-10-17T18:16:20,0,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-18,17.1,11.6,14.3,17.1,11.6,14.3,10.7,79.2,0.109,100,8.33,rain,0,0,43.2,26.7,185.9,1017.1,99.1,14.7,24.4,2.1,1,,2020-10-18T07:33:24,2020-10-18T18:14:29,0.02,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72793024233,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-19,15,10.6,12.9,15,10.6,12.9,9.8,81.7,0.686,100,25,rain,0,0,25.9,16.3,156,1021,99.7,15.2,30.8,2.7,2,,2020-10-19T07:34:52,2020-10-19T18:12:40,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-20,14.9,9.1,11.9,14.9,9.1,11.9,7.8,76.7,0,0,0,,0,0,,8.7,126.6,1022.2,77,15.9,86,7.4,4,,2020-10-20T07:36:20,2020-10-20T18:10:51,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-21,11.7,5.9,9.1,11.7,4.7,8.4,5.8,80.8,5.14,100,20.83,rain,0,0,,15.1,134.6,1021.3,75,15.2,72,6.3,4,,2020-10-21T07:37:49,2020-10-21T18:09:04,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-22,11.7,4.2,7.5,11.7,2.8,7.1,3.9,78.7,0,0,0,,0,0,,10.7,56.9,1028.5,55.2,16,76.9,6.5,4,,2020-10-22T07:39:18,2020-10-22T18:07:18,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-23,10.4,3.6,7.1,10.4,1.6,5.1,4.1,81.8,1.205,100,16.67,rain,0,0,40.7,18.3,152.3,1016.6,87.8,13.8,19.6,1.6,1,,2020-10-23T07:40:47,2020-10-23T18:05:33,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72793024233,KSEA,F7103,KBFI,E8046,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-24,9.9,5.1,7.8,7.7,4.4,5.8,-0.4,56.9,0.045,100,4.17,rain,0,0,47.3,19.1,359.9,1022.9,81.3,16,70.2,6.1,4,,2020-10-24T07:42:16,2020-10-24T18:03:49,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-25,9.9,0.9,4.9,8.6,-1.5,3.9,-2.8,59.5,0,0,0,,0,0,,11.8,3,1033.9,15.5,16,103.5,8.9,5,,2020-10-25T07:43:46,2020-10-25T18:02:06,0.35,Clear,Clear conditions throughout the day.,clear-day,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-26,10.8,1.7,7,10.8,0.2,6.8,-0.1,61.9,0,0,0,,0,0,,12.2,349.1,1033,84.2,16,71.6,6,3,,2020-10-26T07:45:16,2020-10-26T18:00:24,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-27,14.7,8.4,10.6,14.7,7.1,10.3,4.4,65.7,0,0,0,,0,0,,10.2,169.6,1029.1,75.5,16,82.2,7.2,4,,2020-10-27T07:46:46,2020-10-27T17:58:44,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-28,13.4,7.6,11.2,13.4,5.7,10.5,7.3,77.1,0,0,0,,0,0,,15.1,156.3,1024.2,84.8,16,36.7,3.2,2,,2020-10-28T07:48:17,2020-10-28T17:57:05,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-29,15.9,8.6,12.4,15.9,6.8,12.3,9.2,81.3,0.09,100,8.33,rain,0,0,,12.5,143,1020.8,71.2,14.5,46.5,3.9,3,,2020-10-29T07:49:47,2020-10-29T17:55:28,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-30,16.2,9.1,12.7,16.2,7.2,12.5,6.4,66.5,0.412,100,8.33,rain,0,0,41.2,22.4,171.3,1017.6,75.4,15.9,68.3,5.8,4,,2020-10-30T07:51:18,2020-10-30T17:53:52,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-10-31,13.4,4.9,9.4,13.4,4.9,9.2,4.4,72,0,0,0,,0,0,,14.9,339.8,1028.4,37.7,16,103.9,8.9,4,,2020-10-31T07:52:49,2020-10-31T17:52:17,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-01,15.2,6.1,9.8,15.2,5.1,9.1,4.9,72.8,0,0,0,,0,0,,12.3,353.4,1023.7,1.4,15.9,100.5,9,4,,2020-11-01T06:54:20,2020-11-01T16:50:44,0.51,Clear,Clear conditions throughout the day.,clear-day,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-02,18.8,4.3,10.8,18.8,2.8,10.5,4.7,68.8,0,0,0,,0,0,,12.4,140,1018.9,6.7,15.4,101.1,8.7,4,,2020-11-02T06:55:51,2020-11-02T16:49:12,0.52,Clear,Clear conditions throughout the day.,clear-day,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-03,13.6,8.2,10.6,13.6,5.8,9.8,9.2,90.9,15.608,100,62.5,rain,0,0,,14.4,151.2,1013.1,77.6,9.7,19.9,1.9,1,,2020-11-03T06:57:23,2020-11-03T16:47:43,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-04,18.5,14,16.2,18.5,14,16.2,13.3,83.2,1.839,100,58.33,rain,0,0,49.5,31.4,182.6,1015.8,99.6,14.3,43.1,3.8,4,,2020-11-04T06:58:54,2020-11-04T16:46:14,0.57,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72793024233,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-05,15.7,8.3,11.6,15.7,5.7,11.3,8.9,83.4,2.889,100,37.5,rain,0,0,41.4,19.2,178.6,1017.2,96.8,15,11.7,1.1,1,,2020-11-05T07:00:25,2020-11-05T16:44:48,0.61,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-06,10.4,3.6,8.2,10.4,3.6,6.6,3.5,73,0,0,0,,0,0,43.6,19.3,1.4,1011.6,71.7,16,65.2,5.5,3,,2020-11-06T07:01:56,2020-11-06T16:43:23,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-07,7.2,2.2,4.6,5.7,0.1,2.8,0.9,78.5,0.045,100,4.17,rain,0,0,50,21.6,354.2,1008.4,75.6,14.9,27.9,2.4,1,,2020-11-07T07:03:27,2020-11-07T16:42:00,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-08,8.9,-0.9,4.1,6.7,-5,2.1,-4.7,56.5,0,0,0,,0,0,38.9,22.7,16.4,1016.7,7.7,16,80.4,7,4,,2020-11-08T07:04:59,2020-11-08T16:40:38,0.75,Clear,Clear conditions throughout the day.,clear-day,"72793024233,KSEA,KBFI,E8046,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-09,6.9,-1.5,2.4,4.6,-5.1,-0.3,-0.8,79.9,0.494,100,12.5,rain,0,0,35.7,24.5,152.9,1022.1,70.6,15.6,39.5,3.4,2,,2020-11-09T07:06:29,2020-11-09T16:39:19,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-10,8.3,4.4,6.8,8.1,0.8,5.5,3.5,79.7,0.427,100,20.83,rain,0,0,37.4,19,238.2,1016,94,15.6,37.5,3.1,2,,2020-11-10T07:08:00,2020-11-10T16:38:02,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"72793024233,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-11,8.1,2.3,5.3,8.1,1.8,5,1.7,77.9,0,0,0,,0,0,,8.2,105,1021.8,94.1,15.9,42.2,3.5,2,,2020-11-11T07:09:31,2020-11-11T16:36:46,0.91,Overcast,Cloudy skies throughout the day.,cloudy,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-12,10,4.4,6.7,10,2.2,4.6,2.6,75.7,5.235,100,33.33,rain,0,0,43.1,20.8,155.2,1014.1,97.9,14.6,34,2.9,2,,2020-11-12T07:11:01,2020-11-12T16:35:33,0.95,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-13,11.4,6.7,8.6,11.4,3.6,6.3,4,73.6,9.326,100,41.67,rain,0,0,48.4,28.8,194.6,997.9,74.2,15.1,60.7,5.2,4,,2020-11-13T07:12:31,2020-11-13T16:34:21,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-14,9.4,5.8,7.1,9.1,3.1,5,3.2,77,8.852,100,37.5,rain,0,0,37.1,19.6,164.2,1013.4,82.4,13.9,23.8,2.1,1,,2020-11-14T07:14:00,2020-11-14T16:33:12,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72793024233,E8003,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-15,11.9,7.9,9.6,11.9,5.3,7.9,6.1,79.4,2.231,100,41.67,rain,0,0,41.4,26.3,180.5,1014.8,85.7,15.9,55.2,4.8,2,,2020-11-15T07:15:29,2020-11-15T16:32:05,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-16,8.6,7.8,8.3,8.6,6,7.7,7,91.6,7.148,100,50,rain,0,0,,13.1,28,1012.6,92.2,11.5,10.5,0.8,1,,2020-11-16T07:16:58,2020-11-16T16:31:00,0.01,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-17,16.5,7.6,10.5,16.5,5.5,10.1,7.4,82,6.891,100,25,rain,0,0,65.6,42.3,174.6,997.4,72.8,14.3,30.2,2.6,2,,2020-11-17T07:18:26,2020-11-17T16:29:57,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72793024233,KSEA,KBFI,E8046,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-18,9.1,6.8,8,8,4.2,6.2,5.7,85.6,9.81,100,62.5,rain,0,0,45.1,24.1,173.6,1005,94.7,14.5,14.8,1.2,1,,2020-11-18T07:19:54,2020-11-18T16:28:56,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-19,9.4,6.7,7.6,7.1,4,5,4.4,80.6,0.953,100,20.83,rain,0,0,38.9,22,173.3,1023.1,88.4,15.9,55.3,4.7,4,,2020-11-19T07:21:20,2020-11-19T16:27:58,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-20,10.4,6.4,8.4,10.4,3.7,7.1,5.2,80.5,0.236,100,12.5,rain,0,0,35.3,16.7,151.8,1030.5,86.6,15.9,30.6,2.5,1,,2020-11-20T07:22:47,2020-11-20T16:27:02,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-21,11.7,5.4,8.7,11.7,5.4,8.5,5.7,82.3,0.09,100,8.33,rain,0,0,,12.4,341.7,1029.2,55.3,15.4,64.7,5.6,4,,2020-11-21T07:24:12,2020-11-21T16:26:09,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-22,7.4,2.7,5.2,6.5,-0.5,3.6,3.5,88.6,1.123,100,33.33,rain,0,0,,13.6,151.5,1016.3,86.5,10.5,19.9,1.8,1,,2020-11-22T07:25:36,2020-11-22T16:25:18,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-23,8.8,6,7.3,8.8,3.2,5.5,4.9,84.9,1.79,100,16.67,rain,0,0,,19.3,160.1,1016.8,98.3,14.1,24.3,2.1,2,,2020-11-23T07:27:00,2020-11-23T16:24:29,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-24,11.6,6.7,8.1,11.6,4.1,6.5,4.7,79.4,1.413,100,16.67,rain,0,0,44.6,29.1,167.9,1015.7,99.7,15.3,17.8,1.5,1,,2020-11-24T07:28:22,2020-11-24T16:23:43,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-25,9,6.3,7.4,8.6,3.7,5.8,4.6,82.8,1.118,100,20.83,rain,0,0,29.5,16.2,174.5,1019.6,96.3,15.6,45.3,3.8,2,,2020-11-25T07:29:44,2020-11-25T16:23:00,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-26,9.5,6.7,7.7,7.6,4.1,6,5.6,86.7,0.191,100,4.17,rain,0,0,29.5,15.8,160.8,1029.4,98.5,14.9,23.6,2,2,,2020-11-26T07:31:04,2020-11-26T16:22:19,0.43,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-27,10.8,6.8,8.2,10.8,4.8,6.6,3.6,73.2,0,0,0,,0,0,33.5,19.8,155.5,1024.3,65.3,16,67,5.9,3,,2020-11-27T07:32:24,2020-11-27T16:21:41,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-28,8.8,3.7,7,8.4,3.7,6.5,5.4,89.7,0.09,100,8.33,rain,0,0,,11.1,103.4,1027.1,85.7,11.7,24.7,2.1,1,,2020-11-28T07:33:42,2020-11-28T16:21:05,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72793024233,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-29,5.3,0.8,2.9,5.3,-1.1,2,2.5,97.3,0,0,0,,0,0,,10,141.1,1022.6,82.7,3.9,51.6,4.4,3,,2020-11-29T07:34:58,2020-11-29T16:20:33,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-11-30,10.8,3.8,7.3,10.8,1.5,5.2,3.3,77.2,8.834,100,25,rain,0,0,53.3,26.3,188.1,1020.5,52.6,14.9,60.8,5.2,3,,2020-11-30T07:36:13,2020-11-30T16:20:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-01,9.3,2,5.1,7.7,-0.2,3.9,1.7,79.8,0,0,0,,0,0,,15.2,359.9,1034.5,25.1,15.8,63.1,5.4,3,,2020-12-01T07:37:27,2020-12-01T16:19:35,0.51,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-02,13.7,1.5,6.5,13.7,1.1,6.2,0.8,68.6,0,0,0,,0,0,,11.8,340.8,1024.2,2.7,16,65,5.6,3,,2020-12-02T07:38:39,2020-12-02T16:19:11,0.53,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-03,9.8,1.7,5.7,9.5,0.8,5.1,1.2,73.7,0,0,0,,0,0,,10.5,139.8,1026.4,57.2,15.8,32.4,2.7,1,,2020-12-03T07:39:50,2020-12-03T16:18:49,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-04,12,2.2,6.5,12,-0.4,6.1,2.6,77,0,0,0,,0,0,,9.8,343.3,1030.1,26.8,15.9,61.7,5.3,3,,2020-12-04T07:40:59,2020-12-04T16:18:30,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-05,15.1,0.2,6.7,15.1,-2.2,6.1,0.6,69.2,0,0,0,,0,0,,17.3,132.6,1019.5,22.8,14,60.1,5.1,3,,2020-12-05T07:42:06,2020-12-05T16:18:14,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-06,11.9,6.3,8.9,11.9,4.5,7.7,5.9,81.7,0.119,100,8.33,rain,0,0,27.7,20.4,156.4,1029.3,74.7,14.8,27.1,2.3,1,,2020-12-06T07:43:11,2020-12-06T16:18:01,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72793024233,KSEA,F7103,KBFI,E8046,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-07,11.7,5.3,8.7,11.7,3.2,7.9,4.9,78.1,0,0,0,,0,0,,18.3,153.6,1026.1,80.3,15.9,31.7,2.8,2,,2020-12-07T07:44:15,2020-12-07T16:17:51,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-08,11,8.7,9.8,11,6.9,9,8.3,90.9,7.962,100,70.83,rain,0,0,33.5,15.5,217.9,1021.2,99.7,7.5,12.7,1,1,,2020-12-08T07:45:16,2020-12-08T16:17:43,0.78,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-09,9.2,5.3,8,8.9,5.3,7.1,6.6,91,0.699,100,29.17,rain,0,0,,13.2,161.6,1025.9,93.8,13.4,22.8,1.9,2,,2020-12-09T07:46:15,2020-12-09T16:17:39,0.84,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-10,6.8,2.5,4.4,5.3,0.7,2.7,3.2,92.1,0.164,100,8.33,rain,0,0,,18.9,155.5,1018.4,82.5,11.9,23.9,2,1,,2020-12-10T07:47:13,2020-12-10T16:17:37,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-11,7.7,3.6,5.4,7.7,1.3,3.6,2.5,82.4,0,0,0,,0,0,38.9,16.9,168.9,1018.6,69.7,16,33.5,3,3,,2020-12-11T07:48:08,2020-12-11T16:17:38,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-12,6,-0.7,2.6,4.4,-3,1.9,0.4,85.6,0,0,0,,0,0,,9,34.6,1021.2,47.1,12.9,45.3,3.9,3,,2020-12-12T07:49:01,2020-12-12T16:17:43,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-13,6.8,4.4,5.3,6.8,1.1,3.1,2.5,82.3,2.333,100,41.67,rain,0,0,29.7,21.4,140.3,1015.1,93.6,15.1,16,1.5,1,,2020-12-13T07:49:51,2020-12-13T16:17:50,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-14,9.6,5.3,7,7.4,2.7,5,4.7,85.3,1.348,100,20.83,rain,0,0,33.5,16.5,172.7,1023,89.5,15.7,23.3,2,2,,2020-12-14T07:50:40,2020-12-14T16:18:00,1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72793024233,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-15,8.9,5.6,7.4,6.2,3,4.6,5,85.3,3.322,100,70.83,rain,0,0,42.5,25.2,165.7,1017.6,97.1,13,15.4,1.3,1,,2020-12-15T07:51:25,2020-12-15T16:18:13,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72793024233,KSEA,KBFI,E8046,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-16,10.1,7.4,8.2,10.1,4.9,6,6.1,86.8,7.804,100,58.33,rain,0,0,46.4,28,160.4,1010.7,98.2,13.7,11.4,1,1,,2020-12-16T07:52:09,2020-12-16T16:18:29,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72793024233,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-17,10.5,7.1,8.5,10.5,3,6,4.9,78.8,0.912,100,20.83,rain,0,0,51,31.4,179.9,1012.5,88.1,15.6,28.6,2.5,2,,2020-12-17T07:52:50,2020-12-17T16:18:48,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-18,10.9,6.7,8.4,10.9,4,6.3,5,79.7,1.743,100,41.67,rain,0,0,45.7,26.8,164.4,1018.9,99.6,15.7,18.8,1.6,2,,2020-12-18T07:53:28,2020-12-18T16:19:09,0.09,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-19,11.1,7.4,8.6,11.1,5.1,6.6,5.7,82.2,4.447,100,45.83,rain,0,0,43.7,25.9,169.5,1019.2,91.8,14.2,8.9,0.8,1,,2020-12-19T07:54:04,2020-12-19T16:19:34,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-20,12.3,8.4,10.5,12.3,7.8,10.4,7.5,81.9,0.074,100,4.17,rain,0,0,48.7,24,180.9,1019.1,85.6,15.8,14.4,1.2,1,,2020-12-20T07:54:37,2020-12-20T16:20:01,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72793024233,KSEA,F7103,KBFI,72793524234,72793494248,F0821,KRNT"
seattle,2020-12-21,13.8,0.8,6.9,13.8,-2.4,5.7,5.7,91.9,39.942,100,91.67,"rain,snow",0,0,50,27.6,177.6,1007.7,99.9,8.8,14.9,1.2,1,,2020-12-21T07:55:07,2020-12-21T16:20:31,0.23,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2020-12-22,7.3,0.6,3.6,7.3,-0.7,2.9,1.2,85.2,0,0,0,,2.9,1.2,,11.6,113,1025.2,53.2,16,42.8,3.7,2,,2020-12-22T07:55:35,2020-12-22T16:21:04,0.28,Partially cloudy,Partly cloudy throughout the day.,snow,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,F0821,KRNT"
